county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Estill,B104,U.S. House,6,Randy CRAVENS,DEM,41,30,1,,10,,,
Estill,B104,U.S. House,6,Under Votes,,8,6,0,,2,,,
Estill,B104,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,B104,State House,91,Billy E. WESLEY,REP,223,166,11,,46,,,
Estill,B104,State House,91,Under Votes,,58,46,1,,11,,,
Estill,B104,State House,91,Over Votes,,0,0,0,,0,,,
Estill,B105,President,,Donald J. TRUMP,REP,646,416,29,,201,,,
Estill,B105,President,,Kamala D. HARRIS,DEM,153,74,22,,57,,,
Estill,B105,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,B105,President,,Robert F. KENNEDY JR.,IND,8,5,0,,3,,,
Estill,B105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,B105,President,,Chase OLIVER,LIB,4,3,0,,1,,,
Estill,B105,President,,Write-ins,,1,0,0,,1,,,
Estill,B105,President,,Under Votes,,8,3,2,,3,,,
Estill,B105,President,,Over Votes,,0,0,0,,0,,,
Estill,B105,U.S. House,6,Andy BARR,REP,656,416,33,,207,,,
Estill,B105,U.S. House,6,Randy CRAVENS,DEM,154,77,19,,58,,,
Estill,B105,U.S. House,6,Under Votes,,10,8,1,,1,,,
Estill,B105,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,B105,State House,91,Billy E. WESLEY,REP,668,429,33,,206,,,
Estill,B105,State House,91,Under Votes,,152,72,20,,60,,,
Estill,B105,State House,91,Over Votes,,0,0,0,,0,,,
Estill,B106,President,,Donald J. TRUMP,REP,195,147,8,,40,,,
Estill,B106,President,,Kamala D. HARRIS,DEM,41,32,2,,7,,,
Estill,B106,President,,Jill STEIN,KY,2,2,0,,0,,,
Estill,B106,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Estill,B106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,B106,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Estill,B106,President,,Write-ins,,0,0,0,,0,,,
Estill,B106,President,,Under Votes,,2,0,1,,1,,,
Estill,B106,President,,Over Votes,,1,1,0,,0,,,
Estill,B106,U.S. House,6,Andy BARR,REP,190,148,7,,35,,,
Estill,B106,U.S. House,6,Randy CRAVENS,DEM,50,33,4,,13,,,
Estill,B106,U.S. House,6,Under Votes,,3,3,0,,0,,,
Estill,B106,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,B106,State House,91,Billy E. WESLEY,REP,208,160,9,,39,,,
Estill,B106,State House,91,Under Votes,,35,24,2,,9,,,
Estill,B106,State House,91,Over Votes,,0,0,0,,0,,,
Estill,C103,President,,Donald J. TRUMP,REP,601,362,28,,211,,,
Estill,C103,President,,Kamala D. HARRIS,DEM,129,60,20,,49,,,
Estill,C103,President,,Jill STEIN,KY,1,1,0,,0,,,
Estill,C103,President,,Robert F. KENNEDY JR.,IND,7,5,0,,2,,,
Estill,C103,President,,Shiva AYYADURAI,IND,2,1,0,,1,,,
Estill,C103,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Estill,C103,President,,Write-ins,,0,0,0,,0,,,
Estill,C103,President,,Under Votes,,4,0,1,,3,,,
Estill,C103,President,,Over Votes,,1,1,0,,0,,,
Estill,C103,U.S. House,6,Andy BARR,REP,606,363,28,,215,,,
Estill,C103,U.S. House,6,Randy CRAVENS,DEM,130,64,19,,47,,,
Estill,C103,U.S. House,6,Under Votes,,10,4,2,,4,,,
Estill,C103,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,C103,State House,91,Billy E. WESLEY,REP,615,373,30,,212,,,
Estill,C103,State House,91,Under Votes,,131,58,19,,54,,,
Estill,C103,State House,91,Over Votes,,0,0,0,,0,,,
Estill,C104,President,,Donald J. TRUMP,REP,462,305,33,,124,,,
Estill,C104,President,,Kamala D. HARRIS,DEM,72,41,4,,27,,,
Estill,C104,President,,Jill STEIN,KY,1,1,0,,0,,,
Estill,C104,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Estill,C104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,C104,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Estill,C104,President,,Write-ins,,0,0,0,,0,,,
Estill,C104,President,,Under Votes,,6,6,0,,0,,,
Estill,C104,President,,Over Votes,,0,0,0,,0,,,
Estill,C104,U.S. House,6,Andy BARR,REP,469,313,33,,123,,,
Estill,C104,U.S. House,6,Randy CRAVENS,DEM,67,40,2,,25,,,
Estill,C104,U.S. House,6,Under Votes,,8,3,2,,3,,,
Estill,C104,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,C104,State House,91,Billy E. WESLEY,REP,464,312,27,,125,,,
Estill,C104,State House,91,Under Votes,,80,44,10,,26,,,
Estill,C104,State House,91,Over Votes,,0,0,0,,0,,,
Estill,C105,President,,Donald J. TRUMP,REP,320,246,21,,53,,,
Estill,C105,President,,Kamala D. HARRIS,DEM,62,45,7,,10,,,
Estill,C105,President,,Jill STEIN,KY,0,0,0,,0,,,
Estill,C105,President,,Robert F. KENNEDY JR.,IND,5,3,2,,0,,,
Estill,C105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,C105,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Estill,C105,President,,Write-ins,,0,0,0,,0,,,
Estill,C105,President,,Under Votes,,2,1,1,,0,,,
Estill,C105,President,,Over Votes,,2,2,0,,0,,,
Estill,C105,U.S. House,6,Andy BARR,REP,324,253,22,,49,,,
Estill,C105,U.S. House,6,Randy CRAVENS,DEM,59,38,8,,13,,,
Estill,C105,U.S. House,6,Under Votes,,9,6,1,,2,,,
Estill,C105,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,C105,State House,91,Billy E. WESLEY,REP,323,246,25,,52,,,
Estill,C105,State House,91,Under Votes,,69,51,6,,12,,,
Estill,C105,State House,91,Over Votes,,0,0,0,,0,,,
Estill,C106,President,,Donald J. TRUMP,REP,637,392,36,,209,,,
Estill,C106,President,,Kamala D. HARRIS,DEM,130,61,18,,51,,,
Estill,C106,President,,Jill STEIN,KY,2,1,0,,1,,,
Estill,C106,President,,Robert F. KENNEDY JR.,IND,12,8,0,,4,,,
Estill,C106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Estill,C106,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Estill,C106,President,,Write-ins,,0,0,0,,0,,,
Estill,C106,President,,Under Votes,,7,4,2,,1,,,
Estill,C106,President,,Over Votes,,0,0,0,,0,,,
Estill,C106,U.S. House,6,Andy BARR,REP,646,392,39,,215,,,
Estill,C106,U.S. House,6,Randy CRAVENS,DEM,126,65,16,,45,,,
Estill,C106,U.S. House,6,Under Votes,,18,11,1,,6,,,
Estill,C106,U.S. House,6,Over Votes,,0,0,0,,0,,,
Estill,C106,State House,91,Billy E. WESLEY,REP,654,408,38,,208,,,
Estill,C106,State House,91,Under Votes,,136,60,18,,58,,,
Estill,C106,State House,91,Over Votes,,0,0,0,,0,,,
Bullitt,A102,President,,Donald J. TRUMP,REP,397,193,27,,177,,,
Bullitt,A102,President,,Kamala D. HARRIS,DEM,101,36,15,,50,,,
Bullitt,A102,President,,Jill STEIN,KY,0,0,0,,0,,,
Bullitt,A102,President,,Robert F. KENNEDY JR.,IND,5,3,0,,2,,,
Bullitt,A102,President,,Shiva AYYADURAI,IND,1,0,0,,1,,,
Bullitt,A102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Bullitt,A102,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A102,President,,Under Votes,,2,0,0,,2,,,
Bullitt,A102,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A102,U.S. House,2,S. Brett GUTHRIE,REP,387,185,28,,174,,,
Bullitt,A102,U.S. House,2,Hank LINDERMAN,DEM,106,41,14,,51,,,
Bullitt,A102,U.S. House,2,Under Votes,,13,6,0,,7,,,
Bullitt,A102,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A102,State House,26,Peyton GRIFFEE,REP,414,200,30,,184,,,
Bullitt,A102,State House,26,Under Votes,,92,32,12,,48,,,
Bullitt,A102,State House,26,Over Votes,,0,0,0,,0,,,
Bullitt,A103,President,,Donald J. TRUMP,REP,685,374,34,,277,,,
Bullitt,A103,President,,Kamala D. HARRIS,DEM,327,159,36,,132,,,
Bullitt,A103,President,,Jill STEIN,KY,5,3,0,,2,,,
Bullitt,A103,President,,Robert F. KENNEDY JR.,IND,7,4,0,,3,,,
Bullitt,A103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,A103,President,,Chase OLIVER,LIB,3,2,0,,1,,,
Bullitt,A103,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A103,President,,Under Votes,,6,2,0,,4,,,
Bullitt,A103,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A103,U.S. House,2,S. Brett GUTHRIE,REP,671,365,30,,276,,,
Bullitt,A103,U.S. House,2,Hank LINDERMAN,DEM,336,166,35,,135,,,
Bullitt,A103,U.S. House,2,Under Votes,,26,13,5,,8,,,
Bullitt,A103,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A103,State House,49,Thomas HUFF,REP,784,431,39,,314,,,
Bullitt,A103,State House,49,Under Votes,,249,113,31,,105,,,
Bullitt,A103,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,A104,President,,Donald J. TRUMP,REP,496,162,39,,295,,,
Bullitt,A104,President,,Kamala D. HARRIS,DEM,164,41,31,,92,,,
Bullitt,A104,President,,Jill STEIN,KY,1,0,0,,1,,,
Bullitt,A104,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Bullitt,A104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,A104,President,,Chase OLIVER,LIB,3,0,0,,3,,,
Bullitt,A104,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A104,President,,Under Votes,,3,0,0,,3,,,
Bullitt,A104,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A104,U.S. House,2,S. Brett GUTHRIE,REP,510,160,41,,309,,,
Bullitt,A104,U.S. House,2,Hank LINDERMAN,DEM,147,38,29,,80,,,
Bullitt,A104,U.S. House,2,Under Votes,,13,8,0,,5,,,
Bullitt,A104,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A104,State House,49,Thomas HUFF,REP,546,171,41,,334,,,
Bullitt,A104,State House,49,Under Votes,,124,35,29,,60,,,
Bullitt,A104,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,A105,President,,Donald J. TRUMP,REP,993,676,36,,281,,,
Bullitt,A105,President,,Kamala D. HARRIS,DEM,195,133,20,,42,,,
Bullitt,A105,President,,Jill STEIN,KY,2,1,0,,1,,,
Bullitt,A105,President,,Robert F. KENNEDY JR.,IND,6,3,2,,1,,,
Bullitt,A105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,A105,President,,Chase OLIVER,LIB,5,5,0,,0,,,
Bullitt,A105,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A105,President,,Under Votes,,3,3,0,,0,,,
Bullitt,A105,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A105,U.S. House,2,S. Brett GUTHRIE,REP,975,659,37,,279,,,
Bullitt,A105,U.S. House,2,Hank LINDERMAN,DEM,197,135,19,,43,,,
Bullitt,A105,U.S. House,2,Under Votes,,32,27,2,,3,,,
Bullitt,A105,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A105,State House,26,Peyton GRIFFEE,REP,998,678,39,,281,,,
Bullitt,A105,State House,26,Under Votes,,206,143,19,,44,,,
Bullitt,A105,State House,26,Over Votes,,0,0,0,,0,,,
Bullitt,A106,President,,Donald J. TRUMP,REP,1013,463,64,,486,,,
Bullitt,A106,President,,Kamala D. HARRIS,DEM,275,111,28,,136,,,
Bullitt,A106,President,,Jill STEIN,KY,5,1,1,,3,,,
Bullitt,A106,President,,Robert F. KENNEDY JR.,IND,15,8,2,,5,,,
Bullitt,A106,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Bullitt,A106,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Bullitt,A106,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A106,President,,Under Votes,,3,0,0,,3,,,
Bullitt,A106,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A106,U.S. House,2,S. Brett GUTHRIE,REP,1024,461,69,,494,,,
Bullitt,A106,U.S. House,2,Hank LINDERMAN,DEM,258,107,25,,126,,,
Bullitt,A106,U.S. House,2,Under Votes,,31,17,1,,13,,,
Bullitt,A106,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A106,State House,26,Peyton GRIFFEE,REP,1064,491,70,,503,,,
Bullitt,A106,State House,26,Under Votes,,248,94,25,,129,,,
Bullitt,A106,State House,26,Over Votes,,1,0,0,,1,,,
Bullitt,A107,President,,Donald J. TRUMP,REP,935,411,68,,456,,,
Bullitt,A107,President,,Kamala D. HARRIS,DEM,246,75,43,,128,,,
Bullitt,A107,President,,Jill STEIN,KY,2,1,1,,0,,,
Bullitt,A107,President,,Robert F. KENNEDY JR.,IND,3,1,1,,1,,,
Bullitt,A107,President,,Shiva AYYADURAI,IND,1,0,0,,1,,,
Bullitt,A107,President,,Chase OLIVER,LIB,1,0,1,,0,,,
Bullitt,A107,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A107,President,,Under Votes,,7,1,1,,5,,,
Bullitt,A107,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A107,U.S. House,2,S. Brett GUTHRIE,REP,913,394,66,,453,,,
Bullitt,A107,U.S. House,2,Hank LINDERMAN,DEM,254,82,46,,126,,,
Bullitt,A107,U.S. House,2,Under Votes,,28,13,3,,12,,,
Bullitt,A107,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A107,State House,26,Peyton GRIFFEE,REP,954,413,72,,469,,,
Bullitt,A107,State House,26,Under Votes,,241,76,43,,122,,,
Bullitt,A107,State House,26,Over Votes,,0,0,0,,0,,,
Bullitt,A108,President,,Donald J. TRUMP,REP,313,168,21,,124,,,
Bullitt,A108,President,,Kamala D. HARRIS,DEM,132,49,22,,61,,,
Bullitt,A108,President,,Jill STEIN,KY,1,1,0,,0,,,
Bullitt,A108,President,,Robert F. KENNEDY JR.,IND,4,2,0,,2,,,
Bullitt,A108,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,A108,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Bullitt,A108,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A108,President,,Under Votes,,1,0,0,,1,,,
Bullitt,A108,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A108,U.S. House,2,S. Brett GUTHRIE,REP,321,167,24,,130,,,
Bullitt,A108,U.S. House,2,Hank LINDERMAN,DEM,126,52,19,,55,,,
Bullitt,A108,U.S. House,2,Under Votes,,6,3,0,,3,,,
Bullitt,A108,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A108,State House,26,Peyton GRIFFEE,REP,340,185,21,,134,,,
Bullitt,A108,State House,26,Under Votes,,113,37,22,,54,,,
Bullitt,A108,State House,26,Over Votes,,0,0,0,,0,,,
Bullitt,A111,President,,Donald J. TRUMP,REP,617,370,29,,218,,,
Bullitt,A111,President,,Kamala D. HARRIS,DEM,223,120,24,,79,,,
Bullitt,A111,President,,Jill STEIN,KY,2,2,0,,0,,,
Bullitt,A111,President,,Robert F. KENNEDY JR.,IND,15,12,0,,3,,,
Bullitt,A111,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,A111,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Bullitt,A111,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A111,President,,Under Votes,,0,0,0,,0,,,
Bullitt,A111,President,,Over Votes,,1,1,0,,0,,,
Bullitt,A111,U.S. House,2,S. Brett GUTHRIE,REP,592,355,23,,214,,,
Bullitt,A111,U.S. House,2,Hank LINDERMAN,DEM,242,138,28,,76,,,
Bullitt,A111,U.S. House,2,Under Votes,,24,13,1,,10,,,
Bullitt,A111,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A111,State House,49,Thomas HUFF,REP,688,424,24,,240,,,
Bullitt,A111,State House,49,Under Votes,,170,82,28,,60,,,
Bullitt,A111,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,A112,President,,Donald J. TRUMP,REP,884,306,55,,523,,,
Bullitt,A112,President,,Kamala D. HARRIS,DEM,260,80,39,,141,,,
Bullitt,A112,President,,Jill STEIN,KY,0,0,0,,0,,,
Bullitt,A112,President,,Robert F. KENNEDY JR.,IND,9,6,1,,2,,,
Bullitt,A112,President,,Shiva AYYADURAI,IND,1,0,0,,1,,,
Bullitt,A112,President,,Chase OLIVER,LIB,2,0,1,,1,,,
Bullitt,A112,President,,Write-ins,,1,1,0,,0,,,
Bullitt,A112,President,,Under Votes,,5,0,0,,5,,,
Bullitt,A112,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A112,U.S. House,2,S. Brett GUTHRIE,REP,897,299,60,,538,,,
Bullitt,A112,U.S. House,2,Hank LINDERMAN,DEM,240,81,33,,126,,,
Bullitt,A112,U.S. House,2,Under Votes,,25,13,3,,9,,,
Bullitt,A112,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A112,State House,49,Thomas HUFF,REP,929,326,62,,541,,,
Bullitt,A112,State House,49,Under Votes,,233,67,34,,132,,,
Bullitt,A112,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,A113,President,,Donald J. TRUMP,REP,639,225,46,,368,,,
Bullitt,A113,President,,Kamala D. HARRIS,DEM,216,80,33,,103,,,
Bullitt,A113,President,,Jill STEIN,KY,2,1,0,,1,,,
Bullitt,A113,President,,Robert F. KENNEDY JR.,IND,7,4,0,,3,,,
Bullitt,A113,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,A113,President,,Chase OLIVER,LIB,4,1,0,,3,,,
Bullitt,A113,President,,Write-ins,,0,0,0,,0,,,
Bullitt,A113,President,,Under Votes,,2,0,0,,2,,,
Bullitt,A113,President,,Over Votes,,0,0,0,,0,,,
Bullitt,A113,U.S. House,2,S. Brett GUTHRIE,REP,638,220,45,,373,,,
Bullitt,A113,U.S. House,2,Hank LINDERMAN,DEM,206,82,31,,93,,,
Bullitt,A113,U.S. House,2,Under Votes,,25,9,2,,14,,,
Bullitt,A113,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,A113,State House,49,Thomas HUFF,REP,695,251,51,,393,,,
Bullitt,A113,State House,49,Under Votes,,174,60,27,,87,,,
Bullitt,A113,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B101,President,,Donald J. TRUMP,REP,230,82,11,,137,,,
Bullitt,B101,President,,Kamala D. HARRIS,DEM,85,36,8,,41,,,
Bullitt,B101,President,,Jill STEIN,KY,0,0,0,,0,,,
Bullitt,B101,President,,Robert F. KENNEDY JR.,IND,0,0,0,,0,,,
Bullitt,B101,President,,Shiva AYYADURAI,IND,2,1,0,,1,,,
Bullitt,B101,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Bullitt,B101,President,,Write-ins,,0,0,0,,0,,,
Bullitt,B101,President,,Under Votes,,2,0,0,,2,,,
Bullitt,B101,President,,Over Votes,,0,0,0,,0,,,
Bullitt,B101,U.S. House,2,S. Brett GUTHRIE,REP,236,84,11,,141,,,
Bullitt,B101,U.S. House,2,Hank LINDERMAN,DEM,77,33,8,,36,,,
Bullitt,B101,U.S. House,2,Under Votes,,7,3,0,,4,,,
Bullitt,B101,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,B101,State House,49,Thomas HUFF,REP,249,93,11,,145,,,
Bullitt,B101,State House,49,Under Votes,,71,27,8,,36,,,
Bullitt,B101,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B102,President,,Donald J. TRUMP,REP,779,253,31,,495,,,
Bullitt,B102,President,,Kamala D. HARRIS,DEM,281,74,43,,164,,,
Bullitt,B102,President,,Jill STEIN,KY,4,2,0,,2,,,
Bullitt,B102,President,,Robert F. KENNEDY JR.,IND,9,5,0,,4,,,
Bullitt,B102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,B102,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Bullitt,B102,President,,Write-ins,,0,0,0,,0,,,
Bullitt,B102,President,,Under Votes,,7,6,1,,0,,,
Bullitt,B102,President,,Over Votes,,0,0,0,,0,,,
Bullitt,B102,U.S. House,2,S. Brett GUTHRIE,REP,782,262,36,,484,,,
Bullitt,B102,U.S. House,2,Hank LINDERMAN,DEM,273,69,39,,165,,,
Bullitt,B102,U.S. House,2,Under Votes,,27,11,0,,16,,,
Bullitt,B102,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,B102,State House,49,Thomas HUFF,REP,847,281,42,,524,,,
Bullitt,B102,State House,49,Under Votes,,233,61,31,,141,,,
Bullitt,B102,State House,49,Over Votes,,2,0,2,,0,,,
Bullitt,B103,President,,Donald J. TRUMP,REP,831,309,40,,482,,,
Bullitt,B103,President,,Kamala D. HARRIS,DEM,231,98,30,,103,,,
Bullitt,B103,President,,Jill STEIN,KY,1,1,0,,0,,,
Bullitt,B103,President,,Robert F. KENNEDY JR.,IND,11,8,1,,2,,,
Bullitt,B103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,B103,President,,Chase OLIVER,LIB,4,2,0,,2,,,
Bullitt,B103,President,,Write-ins,,3,0,1,,2,,,
Bullitt,B103,President,,Under Votes,,4,2,0,,2,,,
Bullitt,B103,President,,Over Votes,,1,0,1,,0,,,
Bullitt,B103,U.S. House,2,S. Brett GUTHRIE,REP,840,311,38,,491,,,
Bullitt,B103,U.S. House,2,Hank LINDERMAN,DEM,219,97,32,,90,,,
Bullitt,B103,U.S. House,2,Under Votes,,27,12,3,,12,,,
Bullitt,B103,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,B103,State House,49,Thomas HUFF,REP,891,345,42,,504,,,
Bullitt,B103,State House,49,Under Votes,,195,75,31,,89,,,
Bullitt,B103,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B104,President,,Donald J. TRUMP,REP,1280,494,91,,695,,,
Bullitt,B104,President,,Kamala D. HARRIS,DEM,423,131,50,,242,,,
Bullitt,B104,President,,Jill STEIN,KY,2,1,1,,0,,,
Bullitt,B104,President,,Robert F. KENNEDY JR.,IND,17,9,1,,7,,,
Bullitt,B104,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Bullitt,B104,President,,Chase OLIVER,LIB,9,4,1,,4,,,
Bullitt,B104,President,,Write-ins,,1,0,0,,1,,,
Bullitt,B104,President,,Under Votes,,11,5,0,,6,,,
Bullitt,B104,President,,Over Votes,,1,1,0,,0,,,
Bullitt,B104,U.S. House,2,S. Brett GUTHRIE,REP,1301,491,94,,716,,,
Bullitt,B104,U.S. House,2,Hank LINDERMAN,DEM,391,125,43,,223,,,
Bullitt,B104,U.S. House,2,Under Votes,,53,30,7,,16,,,
Bullitt,B104,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,B104,State House,49,Thomas HUFF,REP,1395,533,105,,757,,,
Bullitt,B104,State House,49,Under Votes,,350,113,39,,198,,,
Bullitt,B104,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B108,President,,Donald J. TRUMP,REP,1321,451,59,,811,,,
Bullitt,B108,President,,Kamala D. HARRIS,DEM,416,110,36,,270,,,
Bullitt,B108,President,,Jill STEIN,KY,2,2,0,,0,,,
Bullitt,B108,President,,Robert F. KENNEDY JR.,IND,23,8,0,,15,,,
Bullitt,B108,President,,Shiva AYYADURAI,IND,1,0,0,,1,,,
Bullitt,B108,President,,Chase OLIVER,LIB,7,4,0,,3,,,
Bullitt,B108,President,,Write-ins,,0,0,0,,0,,,
Bullitt,B108,President,,Under Votes,,11,2,0,,9,,,
Bullitt,B108,President,,Over Votes,,0,0,0,,0,,,
Bullitt,B108,U.S. House,2,S. Brett GUTHRIE,REP,1335,437,65,,833,,,
Bullitt,B108,U.S. House,2,Hank LINDERMAN,DEM,388,115,27,,246,,,
Bullitt,B108,U.S. House,2,Under Votes,,57,25,2,,30,,,
Bullitt,B108,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,B108,State House,49,Thomas HUFF,REP,1437,486,67,,884,,,
Bullitt,B108,State House,49,Under Votes,,343,91,27,,225,,,
Bullitt,B108,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B109,President,,Donald J. TRUMP,REP,1122,439,43,,640,,,
Bullitt,B109,President,,Kamala D. HARRIS,DEM,361,122,44,,195,,,
Bullitt,B109,President,,Jill STEIN,KY,4,2,0,,2,,,
Bullitt,B109,President,,Robert F. KENNEDY JR.,IND,12,6,0,,6,,,
Bullitt,B109,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,B109,President,,Chase OLIVER,LIB,5,3,0,,2,,,
Bullitt,B109,President,,Write-ins,,0,0,0,,0,,,
Bullitt,B109,President,,Under Votes,,13,8,1,,4,,,
Bullitt,B109,President,,Over Votes,,0,0,0,,0,,,
Bullitt,B109,U.S. House,2,S. Brett GUTHRIE,REP,1137,444,48,,645,,,
Bullitt,B109,U.S. House,2,Hank LINDERMAN,DEM,345,118,37,,190,,,
Bullitt,B109,U.S. House,2,Under Votes,,35,18,3,,14,,,
Bullitt,B109,U.S. House,2,Over Votes,,0,0,0,,0,,,
Bullitt,B109,State House,49,Thomas HUFF,REP,1194,473,51,,670,,,
Bullitt,B109,State House,49,Under Votes,,323,107,37,,179,,,
Bullitt,B109,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B110,President,,Donald J. TRUMP,REP,813,394,43,,376,,,
Bullitt,B110,President,,Kamala D. HARRIS,DEM,272,100,23,,149,,,
Bullitt,B110,President,,Jill STEIN,KY,4,3,0,,1,,,
Bullitt,B110,President,,Robert F. KENNEDY JR.,IND,21,11,1,,9,,,
Bullitt,B110,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,B110,President,,Chase OLIVER,LIB,7,3,0,,4,,,
Bullitt,B110,President,,Write-ins,,0,0,0,,0,,,
Bullitt,B110,President,,Under Votes,,13,3,1,,9,,,
Bullitt,B110,President,,Over Votes,,0,0,0,,0,,,
Bullitt,B110,U.S. House,2,S. Brett GUTHRIE,REP,832,402,44,,386,,,
Bullitt,B110,U.S. House,2,Hank LINDERMAN,DEM,267,97,23,,147,,,
Bullitt,B110,U.S. House,2,Under Votes,,30,15,0,,15,,,
Bullitt,B110,U.S. House,2,Over Votes,,1,0,1,,0,,,
Bullitt,B110,State House,49,Thomas HUFF,REP,912,433,49,,430,,,
Bullitt,B110,State House,49,Under Votes,,218,81,19,,118,,,
Bullitt,B110,State House,49,Over Votes,,0,0,0,,0,,,
Bullitt,B111,President,,Donald J. TRUMP,REP,1250,439,80,,731,,,
Bullitt,B111,President,,Kamala D. HARRIS,DEM,424,128,46,,250,,,
Bullitt,B111,President,,Jill STEIN,KY,3,2,0,,1,,,
Bullitt,B111,President,,Robert F. KENNEDY JR.,IND,16,9,0,,7,,,
Bullitt,B111,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Bullitt,B111,President,,Chase OLIVER,LIB,4,3,1,,0,,,
Bullitt,B111,President,,Write-ins,,0,0,0,,0,,,
Bullitt,B111,President,,Under Votes,,10,2,1,,7,,,
Bullitt,B111,President,,Over Votes,,0,0,0,,0,,,
Bullitt,B111,U.S. House,2,S. Brett GUTHRIE,REP,1234,432,80,,722,,,
